uid,partition,source_collection,source_file,entity,entity_type,entity_qid,entity_aliases,entity_description,explicit_text,implicit_text
c319870364ea,train,federal_writers_project,fwp_Mrs_Mattie_Jackson,Pearl Harbor,Event,Q127091,Pearl Harbour|Pearl Harbor,"harbor on the island of Oahu, Hawaii, USA","My first duty station was in Hawaii. I arrived and was immediately assigned to Pearl Harbor. It was a busy place, even before December 7th, 1941. I remember the date clearly, the day Pearl Harbor was attacked.","My first duty station was in Hawaii. I arrived and was immediately assigned to the naval base there. It was a busy place, even before December 7th, 1941. I remember the date clearly, the day the base was attacked."
4b8aeb9212e4,train,federal_writers_project,fwp_Mrs_Mattie_Jackson,Pennsylvania,Place,Q1400,,state of the United States of America,"I was born in 1860 in Rodney, near Williamsport, **Pennsylvania**. In 1867, a neighbor convinced my father to move to Florida for a milder climate. We left **Pennsylvania** and traveled by steamer from Baltimore to Savannah. It took two weeks to reach our new home.","I was born in 1860 in Rodney, near Williamsport. In 1867, a neighbor convinced my father to move to Florida for a milder climate. We left my birthplace and traveled by steamer from Baltimore to Savannah. It took two weeks to reach our new home."
fb1d2f6f825a,train,federal_writers_project,fwp_Mrs_Mattie_Jackson,"Jacksonville, Florida",Place,Q16568,,"city in Duval County, and largest city in State of Florida, United States","We arrived in Savannah after a rough steamer trip from Baltimore. From there, we boarded the Darlington, continuing our journey. We traveled the inland waterway, stopping at Fernandina, then Jacksonville, Florida. Finally, we reached Enterprise via the St. Johns River.","We arrived in Savannah after a rough steamer trip from Baltimore. From there, we boarded the Darlington, continuing our journey. We traveled the inland waterway, stopping at Fernandina, then that big city in northeast Florida. Finally, we reached Enterprise via the St. Johns River."
8a65a39c7264,train,federal_writers_project,fwp_Negro_Life_on_a_Farm,God,Person,Q178885,,"natural or supernatural god or goddess, divine being","After having so many babies, I was worn out. My daughter was sick with her own baby in 1903. I went to help her, then went home and had mine. I prayed then, Miss, for God to never let me have no more babies, and you know, God answered my prayers.","After having so many babies, I was worn out. My daughter was sick with her own baby in 1903. I went to help her, then went home and had mine. I prayed then, Miss, to the One above that I wouldn't have any more babies, and you know, my prayers were answered."
5f0a4aa1a955,train,federal_writers_project,fwp_Nueva_Esperanza_Plantation,"Jacksonville, Florida",Place,Q16568,,"city in Duval County, and largest city in State of Florida, United States","In '41, we drove north from Jacksonville, Florida, heading to Yulee in a downpour. We stopped at Zetterow's filling station near Fernandina for supplies. It was a welcome break from the rain before continuing our journey.","In '41, we drove north from that city in Florida, heading to Yulee in a downpour. We stopped at Zetterow's filling station near Fernandina for supplies. It was a welcome break from the rain before continuing our journey."
ac23adc17e63,train,federal_writers_project,fwp_Old_Families_Spanish_Grants,Amelia Island,Place,Q461578,,"island in Nassau County, Florida, United States","In 1800, Major Pilot lost slaves right here on Amelia Island. Families came by boat, landing near where Fernandina is now. They sought healthier land than Darien offered. Some settled on Amelia Island, scattering out.","In 1800, Major Pilot lost slaves right here. Families came by boat, landing near where Fernandina is now. They sought healthier land than Darien offered. Some settled here, scattering out."
64a142b9d961,train,federal_writers_project,fwp_Old_Families_Spanish_Grants,"Darien, Georgia",Place,Q1165884,,"city in and the county seat of McIntosh County, Georgia, United States","My family had a grant near Aiken's Island, but others settled around Darien, Georgia. The land there was swampy and unhealthy back in 1807. Malaria and fevers drove many away from their rice fields near Darien. They sought healthier locations further south with their families.","My family had a grant near Aiken's Island, but others settled in that coastal Georgia town. The land there was swampy and unhealthy back in 1807. Malaria and fevers drove many away from their rice fields. They sought healthier locations further south with their families."
a863bbabe766,train,federal_writers_project,fwp_Old_Families_Spanish_Grants,Confederate States Army,Military_Unit,Q1125021,,army of the Confederate States,"My cousin, Hobert Harrison, distinguished himself as a Major. He served with the Confederate States Army during the War Between the States. Afterward, he returned to the old plantation. He later divided some of his land among his former slaves who had remained loyal.","My cousin, Hobert Harrison, distinguished himself as a Major. He served in the military during the War Between the States. Afterward, he returned to the old plantation. He later divided some of his land among his former slaves who had remained loyal."
d8fa596be8a2,train,federal_writers_project,fwp_Old_Families_Spanish_Grants,"Charleston, South Carolina",Place,Q47716,,largest city in the U.S. state of South Carolina,"My father was a wealthy plantation owner near Charleston, South Carolina. He later became a preacher and founded one of the largest Charleston churches. My brother Charles also fought in the Revolutionary War and appears in the census with his family and seventy-one slaves. We had a large grant from the Spanish Government on Aiken's Island.",My father was a wealthy plantation owner in the Lowcountry. He later became a preacher and founded one of the largest churches in that port city. My brother Charles also fought in the Revolutionary War and appears in the census with his family and seventy-one slaves. We had a large grant from the Spanish Government on Aiken's Island.
9fae96600456,train,federal_writers_project,fwp_Old_Families_Spanish_Grants,"Fernandina Beach, Florida",Place,Q1975746,,"city in Nassau County, Florida, United States","In 1807, my family sought a healthier location, leaving our swampy lands. We sailed with our families and some enslaved people, landing on Amelia Island. We settled near where Fernandina Beach, Florida, now stands, close to the A'uares grant. Harrison decided to stay right there.","In 1807, my family sought a healthier location, leaving our swampy lands. We sailed with our families and some enslaved people, landing on Amelia Island. We settled near the A'uares grant, close to where a modern city now thrives. Harrison decided to stay right there."
13d84227f72a,train,federal_writers_project,fwp_Patience_Flucher_Family,George Washington,Person,Q23,,founding Father and first U.S. president; soldier and slave owner (1732–1799),"My grandson W.J. is a handful! He skipped out on the Scout meeting, and when his father asked him about it, he lied and said George Washington made the first flag. Everyone downstairs just screamed! He's a clever one, that boy.","My grandson W.J. is a handful! He skipped out on the Scout meeting, and when his father asked him about it, he lied and said the commander of the Continental Army made the first flag. Everyone downstairs just screamed! He's a clever one, that boy."
31a21edcfda3,train,federal_writers_project,fwp_Patience_Flucher_Family,"Lakeland, Florida",Place,Q639452,,"city in Polk County, Florida, United States","I moved to Lakeland, Florida, in December of '29. Before that, I lived in Manatee. When I first came to Lakeland, I worked out in service. My son Mark works for the City in Lakeland, at Oak Hill Burial Park.","I moved to this central Florida city in December of '29. Before that, I lived in Manatee. When I first came here, I worked out in service. My son Mark works for the City at Oak Hill Burial Park."
01713f8ee66e,train,federal_writers_project,fwp_Pedro_and_Estrella,Cuba,Place,Q241,,sovereign state situated on an island in the Caribbean Sea,"It was 1939 in Tampa. My wife's relatives were listening to the radio, trying to catch news from Cuba. They said the broadcasts from Cuba were full of double meanings. Everyone understood except the government, they said.","It was 1939 in Tampa. My wife's relatives were listening to the radio, trying to catch news from across the Florida Straits. They said the broadcasts from the island were full of double meanings. Everyone understood except the government, they said."
