uid,source,SQN,text,origin,entity,entity_type,probability_entity_is_related_to_text,links,model,domain
e2t_veterans_00295,generated,2,"The desert air was thick with anticipation that day in Nevada. We all squinted, shielding our eyes as the sky suddenly bloomed brighter than a thousand suns. After that, nothing ever looked quite the same again.",,atomic bomb,events,Generated,,google/gemini-2.0-flash-001,veterans
e2t_veterans_00296,generated,0,"The desert sun was brutal those days, but nothing like what some of the boys saw overseas. I remember MacArthur's speech like it was yesterday, something about an ending and a beginning. I just hoped it meant I could finally go home and see my girl.",,hiroshima,places,Generated,,google/gemini-2.0-flash-001,veterans
e2t_veterans_00297,generated,1,"The flash still haunts my dreams, even seventy years on. I can almost feel the heat on my skin, smell the acrid air, and hear the eerie silence that followed. A whole world, gone in an instant.",,hiroshima,places,Generated,,google/gemini-2.0-flash-001,veterans
e2t_veterans_00298,generated,2,"The desert sun couldn't compare to the flash I saw that day. They told us it would shorten the war, bring the boys home faster. I just pray we never see anything like that again.",,hiroshima,places,Generated,,google/gemini-2.0-flash-001,veterans
e2t_veterans_00299,generated,0,"The heat was like nothing I'd ever felt, metal scorching my skin even through my gloves. We were there to help rebuild, but the silence, that heavy silence, is what I remember most. Even now, I can still taste the ash in the back of my throat.",,nagasaki,places,Generated,,google/gemini-2.0-flash-001,veterans
e2t_veterans_00300,generated,1,"The air hung thick and heavy, a strange metallic taste clinging to the back of my throat for weeks afterward. Even now, I sometimes wake up in a cold sweat, the image of that blinding flash seared into my memory. I pray no one ever has to witness such a terrible thing again.",,nagasaki,places,Generated,,google/gemini-2.0-flash-001,veterans
e2t_veterans_00301,generated,2,"The summers were always hot back then, but that year, the heat seemed different, heavier. I remember the sky being so bright, then a flash, and afterwards, nothing was ever quite the same. We heard stories, whispers, about a city vanished, a whole world changed in an instant.",,nagasaki,places,Generated,,google/gemini-2.0-flash-001,veterans
e2t_veterans_00302,generated,0,"I remember endless blue stretching out to the horizon, the sun beating down on my face as we steamed towards... well, towards where we needed to be. Salt spray stung my eyes, and the air tasted of adventure and a little bit of fear. Never thought I'd see so much ocean in my life.",,pacific,places,Generated,,google/gemini-2.0-flash-001,veterans
e2t_veterans_00303,generated,1,"The salt spray stung my face, and the endless horizon always felt like a dare. Nights were black as ink, the stars brighter than any I'd seen since. Even now, I can still taste the grit between my teeth and feel the roll of the deck beneath my boots.",,pacific,places,Generated,,google/gemini-2.0-flash-001,veterans
e2t_veterans_00304,generated,2,"I still remember the taste of salt in the air and the endless blue horizon. We were so young, sailing towards the unknown, carrying the weight of the world on our shoulders. Every sunrise brought a mix of fear and hope as we approached those distant shores.",,pacific,places,Generated,,google/gemini-2.0-flash-001,veterans
e2t_veterans_00305,generated,0,"We were the first line of defense against the black skies over Europe. Radar scopes glowing green, the hum of the engines, that was our lullaby. More than once, we clipped their wings before they could reach the cities.",,night fighters,professions,Generated,,google/gemini-2.0-flash-001,veterans
e2t_veterans_00306,generated,1,"The sky was always black as ink when we went up. I remember the cold biting through my gloves, and the hum of the engines was the only thing keeping me company out there. We were the shadows, hunting in the dark.",,night fighters,professions,Generated,,google/gemini-2.0-flash-001,veterans
e2t_veterans_00307,generated,0,"I remember the endless blue, the smell of salt and jet fuel always in the air. We were a city at sea, a floating airfield ready to project power anywhere in the world. Those were long days, but I wouldn't trade them for anything.",,aircraft carriers,places,Generated,,google/gemini-2.0-flash-001,veterans
e2t_veterans_00308,generated,1,"I still remember the endless blue, the taste of salt spray on my lips, and the constant hum and vibration deep in my bones. Every sunrise felt like a brand new day, but every sunset brought a longing for solid ground. We were a city at sea, a steel island far from home.",,aircraft carriers,places,Generated,,google/gemini-2.0-flash-001,veterans
e2t_veterans_00309,generated,2,"The Pacific was vast, but those flat-tops felt like tiny islands of home. Each morning, the sun rose over the endless blue, and we'd launch those metal birds into the sky, hoping they'd all come back. We were a long way from Mom and apple pie, but we had a job to do.",,aircraft carriers,places,Generated,,google/gemini-2.0-flash-001,veterans
e2t_veterans_00310,generated,0,"I remember the choppers always circling, kicking up dust devils on the landing strip. Some days, you’d just see them hauling mangled metal back, the silence broken only by the groan of the winch. We were always on standby, hoping we wouldn't get the call, but knowing we probably would.",,crash crew,professions,Generated,,google/gemini-2.0-flash-001,veterans
e2t_veterans_00311,generated,1,"The smell of jet fuel and burnt rubber still clings to my memories, even after all these years. Nights were the worst, waiting for the call under the harsh floodlights, the adrenaline pumping as we raced towards the twisted metal. You never got used to the silence that followed, the eerie quiet after the chaos.",,crash crew,professions,Generated,,google/gemini-2.0-flash-001,veterans
e2t_veterans_00312,generated,2,"I still have nightmares about the smell of burning metal and jet fuel. We were always on standby, waiting for the call, hoping it wouldn't come. Some days, pulling bodies from the wreckage was all we did.",,crash crew,professions,Generated,,google/gemini-2.0-flash-001,veterans
e2t_veterans_00313,generated,0,"Back then, they kept everything going while we were overseas. I remember Mom writing letters, telling me about my sister learning to drive the tractor. Made a fella feel homesick, but proud too, knowing they were holding down the fort.",,women,people,Generated,,google/gemini-2.0-flash-001,veterans
e2t_veterans_00314,generated,1,"The scent of lilac always takes me back. It reminds me of soft hands and a warm embrace before I shipped out. I still carry the memory of that gentle touch in my heart, a silent promise whispered in the breeze.",,women,people,Generated,,google/gemini-2.0-flash-001,veterans
